living_in_m2,bedrooms,grade,price
149.57383,3,2,426250
165.36734,3,2,175000
132.85129,3,2,667750
241.5478,2,3,700000
227.61235,3,3,969000
164.43831,3,2,279900
136.56741,3,2,465000
114.27069,2,2,295000
154.21898,2,2,315000
336.30886,3,4,825000
232.2575,3,2,387000
105.90942,1,3,160000
89.18688,1,2,395000
85.47076,2,1,530000
183.94794,2,3,220000
117.98681,2,1,212500
80.82561,1,1,271310
169.08346,2,3,390000
161.65122,2,2,245000
187.66406,3,2,345000
98.47718,2,2,400000
102.1933,1,4,374000
92.903,2,2,390000
253.62519,2,4,678000
140.28353,1,2,226000
119.84487,1,3,500000
166.29637,2,3,583000
123.56099,1,2,450500
87.32882,1,1,283000
109.62554,1,3,250000
242.47683,2,4,925000
147.71577,2,2,285000
153.28995,1,2,580000
179.30279,3,2,280000
176.5157,2,3,230000
202.52854,3,3,571500
193.23824,2,2,350500
161.65122,2,2,335000
115.19972,3,2,375000
260.1284,3,4,739000
124.49002,3,2,425000
229.47041,2,4,850000
238.76071,3,3,479950
232.2575,2,3,539900
298.21863,2,5,870000
198.81242,3,2,565000
172.79958,3,3,215000
109.62554,2,2,425000
75.25143,1,1,170000
154.21898,1,2,484000
127.27711,2,2,406000
203.45757,3,3,808000
170.01249,1,2,524950
119.84487,1,2,494000
145.85771,3,2,450000
162.58025,3,2,415500
286.14124,2,3,695000
94.76106,1,1,235000
246.19295,2,2,485000
153.28995,2,2,447000
107.76748,2,2,390000
125.140341,2,2,321000
224.82526,3,3,675000
215.53496,2,2,436300
285.21221,2,4,529000
313.08311,3,5,760000
81.75464,2,1,210000
143.07062,2,2,312000
154.21898,2,2,225000
337.23789,2,5,964000
136.56741,2,2,590300
178.37376,2,2,615000
154.21898,2,2,380000
185.806,2,2,334000
171.87055,3,3,405000
228.54138,3,2,445000
157.00607,2,2,460000
136.56741,2,2,220000
185.434388,3,2,285000
119.84487,2,2,647500
90.11591,1,1,313300
64.10307,1,1,340000
127.27711,2,2,479000
307.50893,3,4,680000
180.23182,2,2,450000
137.49644,2,3,243000
285.21221,3,4,858000
140.28353,2,2,239000
295.43154,3,2,585000
241.5478,3,3,480000
183.94794,3,3,374950
105.90942,2,2,424000
126.34808,1,2,150000
196.95436,3,2,250000
296.36057,3,4,925000
111.4836,2,2,400000
274.99288,3,4,853800
77.10949,1,1,210000
194.16727,2,2,248500
95.69009,2,2,210000
174.65764,3,2,605000
245.26392,3,3,320000
118.91584,2,1,183000
219.25108,2,2,498000
79.89658,2,1,215000
262.91549,3,3,695000
169.08346,2,4,479950
179.30279,3,3,855000
167.2254,2,3,749950
170.94152,3,3,390000
315.8702,3,4,828200
216.371087,2,3,327555
237.83168,3,3,585000
228.54138,3,3,710000
84.54173,1,1,155000
88.25785,2,2,350000
188.59309,3,2,420000
265.70258,3,3,411000
246.19295,3,3,302000
323.30244,3,3,590000
251.76713,3,2,656500
274.99288,3,3,654000
295.43154,3,2,510000
66.89016,1,1,276000
252.69616,3,3,549950
249.90907,2,3,575000
296.36057,3,5,807500
196.95436,2,2,535000
114.27069,3,2,569000
148.6448,1,2,523500
296.36057,3,4,865000
136.56741,3,2,465000
216.46399,1,2,535000
118.730034,1,2,358000
149.57383,3,2,259950
257.34131,3,4,438800
185.806,3,2,320000
136.56741,2,2,264000
221.10914,3,3,420000
326.08953,3,5,723000
137.868052,2,2,365000
190.45115,2,2,324950
97.54815,1,2,650000
324.23147,3,3,610000
166.29637,2,2,243000
117.05778,1,2,435000
163.50928,3,2,365000
250.094876,3,4,436472
67.81919,1,2,395000
204.3866,3,2,465000
251.76713,3,4,370000
232.2575,3,2,312500
161.65122,2,2,299950
198.81242,2,2,349950
171.87055,2,3,374000
150.50286,2,2,428750
86.39979,1,1,445000
128.20614,2,2,215500
226.68332,2,3,613000
374.39909,3,3,835000
108.69651,3,2,564000
258.27034,3,5,717000
261.05743,3,2,407000
88.25785,1,1,230000
170.94152,2,3,329000
211.81884,3,3,820000
209.96078,3,3,365000
174.65764,2,3,509950
283.35415,3,3,465000
229.47041,3,2,352000
117.98681,2,2,281500
180.23182,3,3,300000
141.21256,2,2,296475
270.34773,3,3,499990
133.78032,2,2,405000
170.01249,3,2,339000
95.69009,1,2,535000
202.52854,2,3,720000
276.85094,2,3,615000
150.50286,2,3,461000
167.2254,2,1,381000
331.66371,3,5,965000
71.53531,1,1,220000
287.9993,3,2,475000
238.76071,2,3,567500
96.61912,2,2,290000
200.67048,3,2,324950
99.40621,1,2,543000
291.71542,3,2,585000
220.18011,1,2,750000
158.86413,2,2,513000
204.3866,3,1,300000
117.05778,2,1,300000
233.18653,3,3,955000
180.23182,3,3,365000
197.88339,3,3,802000
128.20614,1,1,270000
217.39302,3,2,535000
193.23824,3,2,198000
109.62554,1,1,313000
163.50928,1,3,420000
247.12198,3,3,523000
182.08988,2,3,560000
155.14801,2,3,545000
122.63196,2,2,385000
223.89623,3,4,470000
226.68332,3,3,680000
181.16085,2,2,275000
111.4836,2,1,438000
231.32847,3,2,270000
189.52212,3,3,500000
305.65087,2,5,515000
230.39944,2,3,663000
151.43189,2,2,476000
142.14159,2,2,315000
317.72826,3,4,925000
154.21898,2,2,425000
134.70935,1,4,659000
245.26392,2,4,678000
138.42547,3,2,507000
119.84487,2,2,275000
148.6448,2,3,453000
140.28353,1,3,473000
248.98004,3,3,300000
224.82526,3,3,329990
140.28353,1,1,500000
306.5799,2,4,729000
122.63196,1,1,451555
224.82526,2,3,330000
247.12198,3,4,753888
315.8702,3,4,515000
128.299043,2,3,360000
299.14766,3,3,605000
190.45115,2,3,500000
184.87697,3,3,745000
307.50893,3,4,829000
168.15443,3,2,530000
112.41263,2,2,310000
260.1284,2,4,408000
155.798331,3,2,281000
100.33524,2,2,218250
185.806,3,1,520000
230.39944,2,3,390000
138.42547,1,2,389250
144.92868,3,2,511100
107.76748,1,2,340000
329.80565,3,3,575000
84.54173,2,1,107000
285.21221,3,4,535000
88.25785,1,2,430000
104.237166,2,1,265000
229.47041,1,2,597000
280.56706,3,2,354000
182.08988,2,3,550000
246.19295,3,5,672500
135.63838,1,2,220650
98.47718,2,2,326500
157.00607,3,2,207000
174.65764,2,3,625000
171.87055,2,2,355000
112.41263,1,2,342500
213.6769,2,3,320000
263.84452,3,4,784950
166.29637,2,2,315000
122.63196,2,2,425000
161.65122,2,3,342000
150.50286,2,2,258000
346.52819,3,5,599950
97.54815,1,2,439000
137.49644,2,2,397500
209.03175,3,3,333490
233.18653,2,2,363000
219.25108,2,3,615000
224.82526,2,4,740000
248.98004,3,2,470000
296.36057,3,5,750000
172.79958,2,3,477500
243.40586,3,3,399000
179.30279,3,3,586000
149.57383,2,2,245000
322.37341,3,3,810000
158.86413,2,3,304000
287.9993,3,4,967000
292.64445,3,4,649500
183.94794,2,3,759000
98.47718,2,3,420000
91.97397,2,2,250000
132.85129,2,2,399000
128.20614,2,2,275900
269.4187,3,3,670000
115.19972,2,3,400000
184.87697,1,2,625000
303.79281,3,4,650000
145.85771,3,2,228900
297.2896,2,5,839000
123.56099,2,1,375000
101.26427,2,2,180000
291.065099,3,4,685000
237.83168,3,3,765000
278.709,3,3,585000
143.07062,2,3,396450
152.36092,1,2,516000
296.36057,2,4,765000
161.65122,3,3,429950
268.48967,3,4,706000
287.9993,3,5,795000
231.885888,3,4,661000
306.5799,3,5,925000
180.23182,2,2,580000
65.0321,1,1,248000
165.36734,2,3,443000
153.28995,3,2,475000
246.19295,3,4,870000
154.21898,2,2,165000
202.52854,3,3,318000
175.58667,2,3,375000
66.89016,1,1,335000
147.71577,2,2,529000
252.69616,3,3,436000
99.40621,2,1,183000
282.42512,3,4,840000
153.661562,2,2,336600
246.471659,2,3,365000
113.34166,2,2,500000
123.56099,1,2,399950
240.61877,3,4,760000
145.85771,2,2,295000
231.32847,2,3,533500
95.69009,2,2,253000
156.07704,2,2,450000
187.66406,3,2,345000
124.49002,2,2,495000
211.81884,3,3,416500
255.947765,3,3,545000
282.42512,3,5,960000
162.58025,3,1,465000
101.26427,2,2,197000
153.28995,2,2,267500
136.56741,2,2,395000
203.45757,3,2,280000
260.1284,3,4,375000
211.81884,1,2,280000
143.99965,2,2,225000
126.34808,1,2,520000
208.10272,3,3,635000
179.30279,1,3,548050
185.806,2,3,500000
252.69616,2,3,550000
148.6448,2,2,308550
179.30279,2,3,439990
170.94152,3,2,540000
72.46434,1,1,165000
237.83168,2,5,925000
192.30921,3,2,465000
134.70935,2,3,380000
108.69651,1,4,530000
214.60593,3,3,600000
125.41905,2,2,261000
258.27034,3,3,528000
200.67048,2,2,410000
248.05101,3,3,410000
167.2254,3,2,250000
233.18653,2,4,820000
249.90907,3,2,390000
272.20579,3,3,294000
295.059928,2,4,819000
229.47041,1,3,635000
99.40621,2,1,550000
174.65764,2,3,541900
108.69651,1,2,286000
223.245909,3,4,519900
163.50928,2,2,350000
92.903,1,1,317500
165.36734,1,5,316000
79.89658,1,1,340000
215.53496,2,2,320000
166.29637,3,2,402000
327.94759,2,5,898000
224.82526,3,5,389000
154.21898,2,2,467000
109.62554,2,2,400000
249.90907,3,2,721000
136.56741,2,2,554600
174.65764,3,1,515000
164.43831,2,2,270000
78.03852,2,1,86500
222.9672,2,2,505000
120.7739,1,3,700000
112.41263,2,1,430000
120.7739,2,2,309000
261.05743,3,4,518380
175.58667,2,4,462000
106.83845,2,2,450000
86.39979,1,2,287000
144.92868,2,2,435000
191.38018,3,2,750000
166.29637,2,3,509900
182.08988,3,2,355950
208.10272,3,4,565000
160.72219,3,1,319000
172.79958,2,1,400000
168.15443,1,2,375000
257.34131,2,3,492000
296.36057,3,4,765000
166.29637,2,2,410000
158.86413,2,2,463000
180.23182,2,3,545000
104.98039,1,3,439108
146.78674,2,2,489950
164.43831,2,4,593567
137.49644,3,2,335000
196.95436,2,2,200000
193.23824,3,2,315000
218.32205,2,3,615000
190.45115,2,2,265000
140.190627,2,3,420000
155.14801,2,3,505000
169.08346,3,2,605000
227.61235,2,4,480000
261.98646,3,4,465000
218.32205,3,3,649950
183.94794,3,2,475000
337.23789,3,4,400000
126.34808,1,1,255000
256.41228,3,3,641000
186.73503,3,2,427500
340.02498,3,4,839990
203.45757,3,3,563500
89.18688,1,1,435000
192.30921,2,2,254000
236.90265,3,4,669888
128.20614,2,2,435000
133.78032,2,2,410000
193.23824,3,2,592500
153.28995,2,2,251000
353.96043,3,4,839900
142.14159,2,2,294000
139.3545,2,2,431000
134.70935,3,1,175409
89.18688,2,2,374500
285.21221,3,5,785000
84.54173,1,1,275000
152.36092,2,1,443000
232.2575,3,3,965800
216.46399,3,2,389000
218.32205,3,3,725000
167.2254,1,2,400000
225.196872,2,4,375000
125.41905,2,2,585000
139.3545,2,2,315000
247.12198,3,3,1100000
74.3224,1,1,195000
110.55457,3,2,276693
305.65087,3,4,648000
140.28353,2,3,675000
69.67725,1,1,210000
71.53531,1,1,269000
61.31598,1,1,100000
65.96113,1,2,399950
225.75429,2,4,650000
116.12875,1,2,370037
73.39337,1,1,259950
196.95436,3,3,450000
171.87055,2,3,520000
173.72861,2,3,299990
142.14159,3,2,260000
190.45115,3,2,385000
353.96043,3,5,1130000
146.78674,2,2,247000
181.16085,2,2,580000
127.27711,2,2,301950
130.0642,2,1,210000
122.63196,2,2,206000
139.3545,1,2,570000
158.86413,2,2,287000
113.34166,1,2,400000
202.52854,3,2,339995
183.94794,2,3,370000
218.32205,3,3,770000
134.70935,2,2,150000
66.89016,1,1,150000
230.39944,3,4,1013050
222.9672,3,3,300000
253.62519,1,4,535000
240.61877,2,3,808000
218.32205,2,3,770000
247.12198,3,3,557000
218.32205,2,3,568000
209.96078,3,4,604000
185.806,2,3,540000
128.20614,2,2,235000
93.83203,1,2,306888
201.59951,2,2,585000
132.85129,2,2,427500
253.62519,3,2,440000
191.38018,3,2,462000
231.32847,3,4,899000
301.00572,3,4,789500
222.03817,3,4,800000
133.78032,2,2,478000
243.40586,2,4,775000
124.49002,2,2,349000
187.66406,2,1,415000
273.13482,3,3,464500
131.92226,2,2,421000
271.27676,3,5,795000
58.52889,1,1,190000
253.62519,3,3,565997
290.78639,3,4,565000
308.43796,3,4,675000
149.57383,2,2,380000
173.72861,2,3,615000
202.52854,2,3,540000
196.02533,3,3,475000
282.42512,3,3,647000
287.07027,3,3,760000
245.26392,3,4,383000
197.88339,3,2,325250
142.14159,2,2,320000
91.04494,2,2,375000
201.59951,3,3,592500
140.28353,3,2,402000
230.39944,2,3,775000
335.37983,2,5,777000
219.25108,2,2,532000
275.92191,3,3,665000
287.07027,3,3,384900
160.72219,1,2,800000
150.50286,1,3,395000
219.25108,3,3,633000
182.08988,1,2,395000
214.60593,3,4,525000
211.81884,1,3,835000
194.16727,2,2,700000
217.39302,3,3,677500
157.9351,2,3,750000
194.16727,2,2,491950
86.39979,1,1,100000
219.25108,3,2,285000
118.91584,2,1,227000
219.25108,3,2,504600
219.25108,3,3,499900
284.28318,3,4,753000
149.57383,2,2,269950
198.81242,2,2,365000
305.65087,3,4,762500
120.7739,2,3,675000
226.68332,3,3,925000
110.55457,2,2,275000
123.56099,2,2,348000
325.1605,3,5,917000
80.82561,1,1,235000
191.38018,3,2,395000
224.82526,3,3,365000
279.63803,2,5,775000
137.49644,2,3,584000
255.48325,3,5,1050000
117.98681,2,2,254000
182.08988,3,3,269950
133.78032,2,2,239950
110.55457,2,3,400000
181.16085,2,3,360000
98.47718,2,2,326250
281.49609,2,3,509900
224.82526,2,2,399500
166.29637,3,3,380000
137.49644,3,1,283000
235.04459,3,3,417838
200.67048,2,3,433000
249.90907,3,4,800000
159.79316,2,3,508800
195.0963,3,2,368000
293.57348,3,4,1127000
151.43189,3,2,236000
157.9351,3,3,600000
192.30921,2,2,645000
350.24431,3,3,925000
122.63196,2,2,526000
176.5157,2,3,552775
303.79281,2,5,875000
282.42512,3,3,776000
295.43154,3,4,960000
78.03852,2,1,151100
165.36734,2,2,370000
136.56741,2,2,339900
204.3866,3,2,268450
147.71577,3,1,291000
263.84452,3,3,735000
188.59309,3,4,765000
158.86413,3,1,320000
156.07704,3,3,540400
225.75429,2,3,515000
102.1933,1,2,395000
272.20579,3,3,635000
223.89623,3,3,379000
293.57348,3,4,685000
264.77355,3,4,670000
183.94794,3,2,240000
111.4836,2,2,460000
185.806,3,2,275000
76.18046,1,1,295000
312.15408,3,4,738515
112.41263,2,3,350000
99.40621,2,2,240000
387.40551,3,5,1088000
150.50286,3,3,327000
100.33524,1,2,550000
245.26392,2,4,698000
186.73503,3,3,316000
201.59951,2,2,260000
295.43154,3,4,780000
130.99323,3,2,413000
203.45757,2,3,340000
244.33489,3,3,725000
259.19937,2,4,450000
183.855037,2,2,339000
133.78032,3,2,395000
183.01891,3,2,399950
91.04494,2,2,335000
185.806,3,2,630000
158.86413,2,2,368000
274.99288,3,5,883000
111.4836,1,2,450000
349.31528,3,4,799950
193.23824,3,2,345000
270.34773,3,4,945000
62.24501,1,1,390000
270.34773,3,3,925000
111.4836,1,2,365000
208.10272,2,3,390000
158.86413,2,2,411753
196.95436,2,3,507000
317.72826,3,4,650000
244.33489,3,3,583000
196.02533,3,2,435000
95.69009,3,1,205000
181.16085,1,2,725000
164.43831,1,1,585000
181.16085,2,2,260000
186.73503,2,2,350000
175.58667,3,2,535000
199.74145,3,3,490000
177.44473,1,4,609850
224.267842,3,3,292000
150.50286,2,3,415000
228.54138,2,2,960000
78.410132,1,2,139950
154.21898,2,2,225000
142.14159,3,2,500000
194.16727,2,2,785000
208.10272,2,3,625000
169.08346,3,3,1010000
116.12875,1,2,520000
261.05743,3,4,855000
196.02533,3,2,496000
277.77997,3,4,802541
157.9351,1,1,189000
201.59951,3,2,445000
216.46399,3,3,850000
259.19937,3,4,764000
157.00607,2,3,535000
121.70293,2,2,553000
117.05778,2,2,240000
137.49644,3,2,239900
284.28318,3,4,657000
170.94152,2,3,785200
215.53496,3,3,397000
96.61912,2,2,285650
275.92191,3,4,715000
106.83845,2,1,370000
195.0963,3,2,384000
192.30921,3,2,741000
204.3866,3,3,460000
189.52212,2,2,580000
264.77355,2,5,783500
328.87662,3,4,920000
98.47718,1,2,220000
196.95436,3,3,385000
239.68974,2,2,459900
206.24466,2,3,585000
213.6769,3,4,560000
214.60593,2,3,362000
158.86413,3,3,549000
248.98004,2,4,635000
174.65764,3,3,680000
89.18688,2,1,362500
141.21256,3,2,640000
162.58025,2,2,225000
140.28353,1,3,449000
63.17404,1,1,200000
268.48967,3,3,910000
191.38018,3,2,275000
109.62554,2,1,355000
240.432964,2,3,335000
124.49002,3,2,275000
157.9351,2,1,570000
180.23182,3,2,446000
317.72826,3,5,548000
170.94152,3,2,210750
192.30921,3,2,699950
261.05743,3,4,999000
183.94794,2,3,550000
188.59309,2,2,225000
239.68974,3,3,713000
235.97362,3,3,540000
177.44473,3,1,230000
334.4508,3,4,729999
151.43189,2,4,507200
118.91584,1,3,319950
110.55457,2,3,277140
157.9351,3,2,315000
85.47076,1,1,650000
204.3866,2,3,365000
143.99965,1,3,600000
184.87697,3,2,270000
108.69651,1,2,275000
166.29637,2,3,359950
181.16085,2,2,315000
165.36734,3,3,472000
112.41263,2,1,375000
184.87697,3,3,302500
214.60593,3,3,375000
179.30279,3,3,588000
258.27034,2,4,594866
199.74145,2,2,597500
156.07704,2,3,286000
83.6127,1,1,205500
209.03175,2,4,729000
112.41263,2,3,520000
260.1284,3,4,440000
191.38018,2,3,545000
144.92868,1,3,509000
150.50286,2,2,246500
293.57348,3,3,452100
235.137493,3,3,370000
130.0642,3,2,815000
91.04494,1,1,595000
155.14801,2,2,580000
148.6448,3,1,645000
235.97362,3,3,1120000
182.08988,2,3,792500
225.75429,2,4,1027000
98.47718,1,1,344000
225.75429,3,3,760000
209.03175,3,4,395000
116.12875,2,2,268000
116.12875,1,1,200000
197.88339,3,2,325000
190.45115,2,2,252000
206.24466,2,3,437000
112.41263,2,2,335000
152.36092,2,3,561000
168.15443,3,3,495000
159.79316,1,3,234950
177.816342,3,3,300000
98.47718,2,1,174950
78.03852,2,1,105000
330.73468,3,2,435000
146.78674,3,2,400000
196.95436,3,3,403950
85.47076,1,2,600000
215.53496,2,3,589000
157.9351,2,2,263950
134.70935,1,2,210000
170.94152,3,2,275000
171.87055,3,3,277000
261.05743,3,4,301000
89.18688,2,1,193000
252.69616,3,3,680000
249.90907,3,4,635000
169.08346,3,2,548500
372.54103,3,5,1096500
201.59951,3,2,465000
111.4836,3,2,240000
142.14159,2,2,252000
294.50251,2,4,1085000
176.5157,1,3,504975
195.0963,3,2,468000
80.82561,1,2,595000
89.18688,2,1,205000
276.85094,3,4,750000
101.26427,1,3,460000
276.85094,3,4,622500
71.53531,1,2,497000
160.72219,2,3,400000
107.76748,2,2,351000
187.66406,2,2,444950
159.79316,2,2,341000
130.0642,2,2,315000
120.7739,2,2,326188
199.74145,1,3,741500
112.41263,2,4,299900
153.28995,2,2,600000
67.81919,1,1,465000
214.60593,3,3,422000
256.41228,3,2,445000
163.50928,2,2,554000
142.14159,2,2,500000
144.92868,2,2,528000
208.10272,3,3,530000
184.87697,2,2,310000
272.20579,3,2,445000
199.74145,2,3,465000
257.34131,3,4,910000
115.19972,2,2,390000
190.45115,3,3,280000
210.88981,3,3,526750
192.30921,2,3,300000
175.58667,2,2,240000
186.73503,3,3,510000
136.56741,2,2,290000
230.39944,3,5,979700
187.66406,3,3,810000
261.98646,1,2,350000
139.3545,3,2,210000
246.19295,2,3,446500
104.98039,1,2,216000
85.47076,2,1,215150
202.52854,3,1,273000
187.66406,3,4,868000
71.53531,1,2,290000
211.81884,3,2,700000
283.35415,3,3,760000
276.85094,3,3,374900
90.11591,1,2,210000
143.07062,2,2,630000
296.36057,3,5,870000
265.70258,2,4,289275
154.21898,2,2,315000
124.49002,1,3,381000
127.27711,2,2,245000
157.9351,2,4,585000
144.92868,2,1,196440
233.18653,3,3,664000
153.28995,2,2,290000
295.43154,3,5,760000
171.87055,2,2,255000
84.54173,1,1,425000
164.43831,2,2,712500
209.96078,3,3,419950
117.98681,2,2,290750
344.67013,3,4,846450
177.44473,2,3,585000
270.34773,3,4,870000
182.08988,3,4,565000
259.19937,2,3,560000
170.01249,2,3,448500
77.10949,1,2,519000
77.10949,1,2,175000
187.66406,3,2,240000
227.61235,3,2,696950
112.41263,1,1,456200
85.47076,2,2,199500
207.17369,2,2,398750
243.40586,3,4,535000
184.87697,1,1,580000
183.94794,3,2,400000
248.98004,3,3,463000
133.78032,1,3,427000
93.83203,2,2,199950
157.00607,3,2,548000
377.18618,2,3,718000
293.57348,3,2,695000
383.68939,3,5,775000
117.05778,2,2,405000
252.69616,3,5,975000
143.99965,2,2,537000
119.84487,2,2,200000
249.816167,3,4,368000
219.25108,3,5,957500
174.65764,2,3,535900
162.58025,3,2,460000
213.6769,3,2,315000
219.25108,2,3,572000
118.91584,1,2,440000
91.97397,1,2,280000
291.71542,3,5,760000
325.1605,3,4,780000
84.54173,2,2,169000
78.03852,2,1,203000
178.37376,2,4,1011000
220.18011,2,3,404000
237.83168,3,4,675000
117.05778,3,2,259000
123.56099,3,2,458450
117.05778,2,1,353000
224.82526,3,3,549000
135.63838,3,1,180000
169.08346,2,2,725000
189.52212,3,2,449500
113.34166,2,1,250000
130.0642,2,2,349500
213.6769,2,4,510000
250.8381,3,3,669000
141.21256,3,2,160000
117.05778,2,2,375000
115.19972,2,1,238000
191.38018,2,4,746300
196.95436,2,2,437500
156.07704,2,4,670000
268.48967,3,3,518000
140.28353,2,3,516130
115.19972,1,2,226800
145.85771,3,2,239900
98.47718,2,1,160000
264.77355,3,4,750000
148.6448,2,2,280000
314.94117,3,3,303500
137.49644,2,3,450000
112.41263,1,1,615000
76.18046,1,1,527550
214.60593,3,2,407450
242.47683,3,3,373500
181.16085,3,2,621000
321.44438,3,4,1088890
379.04424,2,5,900000
155.14801,3,2,349170
170.01249,2,2,499950
344.67013,3,4,641000
196.02533,2,2,475300
130.99323,2,3,350000
182.08988,2,2,355000
109.62554,1,1,229500
93.83203,2,3,356999
145.85771,3,2,452000
234.11556,3,3,350000
96.61912,2,1,183500
221.10914,3,3,342000
208.10272,3,2,450000
204.944018,2,1,780000
216.46399,1,3,577500
220.18011,2,4,300523
177.44473,3,2,475000
93.83203,2,2,385000
67.81919,1,1,114000
193.23824,3,2,480000
155.14801,2,2,260000
212.376258,3,3,481000
147.71577,2,4,665000
140.28353,2,2,545000
300.07669,2,3,605000
240.61877,3,2,368000
318.65729,3,5,850000
207.17369,1,3,766500
255.48325,3,4,360000
120.7739,2,2,625000
191.38018,3,3,675500
259.19937,2,4,815000
102.1933,3,2,320000
147.71577,1,3,509500
138.42547,2,2,285000
212.74787,3,2,840500
213.6769,3,2,440000
144.92868,2,2,590000
71.53531,1,1,252500
355.81849,3,4,1100000
222.03817,2,3,565000
187.66406,3,2,520000
194.16727,3,1,325000
263.380005,3,3,522000
152.36092,2,2,280000
171.87055,2,2,265000
138.42547,2,2,256400
138.42547,2,2,203000
324.23147,3,5,759000
116.593265,2,2,312000
99.40621,2,2,357500
276.85094,3,2,352000
142.14159,2,2,245000
247.12198,2,2,605000
276.85094,3,4,949000
104.98039,2,2,550000
187.66406,2,2,552500
174.65764,3,2,310000
196.02533,2,4,638000
104.05136,2,2,249950
95.69009,2,2,330000
356.74752,3,5,556000
150.50286,2,3,290000
211.81884,2,2,419950
142.14159,2,3,474950
257.34131,3,3,890000
155.14801,1,3,554000
73.39337,1,1,395000
116.12875,1,2,290000
126.34808,3,2,260000
239.68974,3,2,599000
193.23824,2,2,520000
198.81242,2,2,210000
219.25108,3,2,317000
235.04459,2,3,454000
125.41905,2,1,400000
235.97362,3,4,652500
296.36057,3,4,722000
95.69009,1,3,326000
123.56099,2,3,787000
250.8381,3,2,314900
320.51535,3,3,850000
94.76106,2,2,245000
227.61235,3,3,510000
152.36092,2,2,750000
217.39302,3,2,385000
209.03175,3,4,499000
203.45757,3,2,418500
83.6127,1,1,140000
104.98039,2,2,343000
245.26392,3,3,880000
170.94152,2,3,550000
202.52854,1,2,275000
211.81884,3,2,525000
180.23182,2,3,359950
330.73468,3,4,1070000
131.92226,2,3,451300
155.14801,2,2,256703
211.81884,3,2,622100
196.95436,2,2,425000
118.91584,1,1,272925
199.74145,3,3,392500
164.43831,3,2,353500
204.3866,2,3,365000
130.99323,2,2,410000
93.83203,1,2,560000
116.12875,3,2,462000
135.63838,2,2,265000
169.08346,2,2,265000
154.21898,2,3,269950
252.69616,3,3,469950
114.27069,1,3,356000
225.75429,3,3,412000
143.07062,2,2,315000
150.50286,2,2,276900
210.88981,3,2,287000
79.89658,2,2,320000
130.99323,2,2,399500
165.36734,2,3,312000
149.57383,2,2,425000
217.39302,3,3,668750
151.43189,2,2,437500
196.95436,3,3,637000
132.85129,2,2,453000
184.87697,2,4,715000
120.7739,1,2,501000
70.60628,1,1,430000
142.14159,1,2,525000
211.81884,3,1,365000
230.39944,2,2,374900
209.03175,2,3,445000
137.49644,2,3,320000
117.98681,2,2,415000
130.0642,2,2,210000
168.15443,2,2,431000
327.01856,3,3,632000
108.69651,2,2,183000
57.59986,1,1,402000
224.82526,3,4,600000
284.28318,3,5,749999
227.61235,2,4,605000
151.43189,1,2,438000
147.71577,2,3,417000
178.37376,3,3,240000
267.56064,3,3,775000
200.67048,3,3,383000
170.94152,3,2,262000
200.67048,2,2,532500
130.99323,2,2,272500
163.50928,2,2,419000
293.57348,3,3,545000
231.32847,3,4,364900
137.49644,2,2,336500
117.98681,2,2,655000
104.98039,1,1,250000
256.41228,3,4,380000
69.67725,1,1,258305
129.13517,3,2,657100
68.74822,1,1,255000
83.6127,1,1,144975
308.43796,3,4,685000
124.49002,2,2,635000
176.5157,3,2,649950
121.70293,3,2,320000
171.87055,3,2,305500
385.54745,3,5,930800
327.01856,3,4,859990
170.01249,2,2,423000
261.05743,1,2,450000
156.07704,3,2,213400
176.5157,3,2,375000
88.25785,2,2,305000
135.63838,2,2,538000
176.5157,3,3,375000
215.53496,3,2,470000
204.3866,2,3,365000
240.61877,3,3,961000
223.89623,1,4,725000
138.42547,2,2,305000
136.56741,2,2,240000
254.55422,3,5,1039000
143.99965,2,2,199950
92.903,2,2,352500
246.19295,2,3,410000
255.48325,3,3,869900
371.612,3,4,688000
221.10914,2,4,650000
193.23824,2,3,825000
160.72219,2,3,329780
162.58025,2,2,491300
188.221478,2,3,358000
165.36734,2,2,565500
199.74145,3,3,607000
284.28318,3,4,740000
132.85129,1,2,356000
212.74787,3,3,450000
111.4836,3,2,210000
82.68367,1,2,542000
120.7739,2,2,251000
174.65764,3,3,407193
163.50928,2,2,568000
267.56064,3,3,429900
189.52212,2,2,494900
82.68367,1,1,230000
294.50251,3,3,600000
130.0642,2,2,330000
150.50286,2,2,314000
167.2254,2,3,379900
123.56099,3,2,290000
209.03175,3,3,375000
315.8702,3,3,870000
209.96078,1,4,649000
203.45757,3,3,925000
231.32847,3,4,740000
157.00607,2,2,199500
156.07704,1,2,453000
216.46399,3,2,372000
201.59951,2,4,876650
313.08311,3,2,405000
165.36734,2,3,292000
252.69616,1,2,985000
104.05136,2,2,750000
109.62554,2,1,260000
82.962379,1,3,359950
116.12875,2,3,344000
203.45757,3,4,625000
157.00607,2,3,380000
109.62554,2,2,435000
104.98039,2,2,375000
183.01891,2,3,429800
204.3866,1,3,705000
176.5157,2,1,476800
111.4836,2,2,483500
166.29637,3,2,330000
222.03817,2,3,380000
293.57348,2,5,1150000
289.85736,3,4,799000
116.12875,2,2,209000
170.94152,2,2,625000
301.93475,2,5,875000
341.88304,3,5,679000
79.89658,1,2,345000
274.06385,2,5,992000
168.15443,3,2,799000
155.14801,2,2,460000
102.1933,2,2,249900
283.35415,3,3,563950
157.9351,3,2,461000
